Ticker,Date_Split,p,d,q,P,D,Q,m,mape,Last_Day_True_Price,T_D1,T_D2,T_D3,T_D4,T_D5,T_D6,T_D7,T_D8,T_D9,T_D10,T_D11,T_D12,T_D13,T_D14,T_D15,P_D1,P_D2,P_D3,P_D4,P_D5,P_D6,P_D7,P_D8,P_D9,P_D10,P_D11,P_D12,P_D13,P_D14,P_D15
HCLTECH.NS,2024-08-01,0,1,0,5,1,0,5,5.22585221727134,1661.449951171875,3.490926702853174,3.018449299582575,3.490926702853174,5.441032054579821,5.525297272022875,8.739358843748086,7.764302494276887,7.451325797734971,7.770327211192337,5.696832718150959,5.134072727737606,7.081165721006527,7.060101253449702,8.796534876718862,9.109518920476528,-0.07614137921343603,0.27315835360459484,0.794853216660797,0.8378988879536118,0.8442391647267242,1.9210681507742122,2.4193229213527334,3.003461421390404,3.0494541165364644,3.3193665903004668,4.61582254451081,4.705500315823946,5.320087104376677,5.270897944263946,5.324872347806451
HCLTECH.NS,2024-07-01,0,1,0,5,1,0,5,2.445831114198389,1598.3499755859375,-0.9165717544864955,-0.6725685966278548,2.3148872628121513,2.1271937009625175,1.9958097351218906,2.7684800372821003,2.640227352380533,0.6850860831135136,-2.2491914612565465,-0.9760049941639797,-0.23461695231204235,-2.533863084970058,-0.5255435006330915,-0.8195936926226182,-0.3566147126060712,-8.317881111224883,-8.203692378594042,-7.437370259256183,-6.520709713512978,-6.284146434609624,-6.3003158308642,-6.079458899316758,-5.59741035687501,-5.235227004081899,-5.291560529262742,-5.293939264723819,-5.224598432603286,-4.4898066552987075,-3.6356915435660464,-3.328724714970536
HCLTECH.NS,2024-06-01,0,1,0,5,1,0,5,8.476432840046595,1440.8499755859375,0.49276300143949525,0.197798218706186,0.9751222588188887,1.30131521794107,1.9432973921253316,2.772674040955677,2.7865513477720016,5.656383480650519,5.45164660853617,6.423295304598836,6.263663915689685,4.795778655431301,4.931120521359742,8.28330343951337,8.935697829862017,-8.330609718346652,-8.35160626096656,-9.19585481248288,-9.517596884483051,-9.554765257471086,-9.63026983163168,-9.691369971558126,-10.639800417591871,-10.92698926661103,-10.879507694933173,-11.21006863663484,-10.965620814497214,-11.527055099604997,-11.774421567649304,-11.848034869113672
HCLTECH.NS,2024-05-01,1,1,0,5,1,0,5,2.975476038280422,1353.550048828125,-0.6169035022738418,-0.01846994872605152,0.3583152015794692,-0.03325131882468357,-1.6031969605390626,-2.1757653710466602,-2.8887071955781787,-3.6939897452103043,-0.727723194630151,3.247013378627997,5.758926405371003,4.8169590203423756,5.559454566541508,6.294554918426496,6.69350761461514,1.2436112170799272,0.4167452961942924,-0.13456797309352475,-1.761629301972305,-2.016331397081381,-2.3609115707877555,-2.8175791309629545,-3.4965729525628273,-5.113000329875906,-5.468556002311693,-6.06239844865544,-6.402309774219882,-7.349531687933382,-8.766657312630418,-8.794033596816393
APOLLOHOSP.NS,2024-09-01,0,1,0,5,1,0,5,0.9008587038977914,7082.64990234375,0.9904471251718427,0.555584395654351,0.7172498100172855,1.2029423519056905,2.1369134397870786,1.6448645860844893,0.9982167167277928,-2.4948248108773177,-4.363477073534738,-4.3698333853489215,-2.235746505045374,-1.041276937542756,-1.8015869683750045,-1.4013116752694037,0.14048690037901404,-2.1101024965741044,-2.4029501283970367,-2.1783702260643554,-1.7477999429710769,-1.7803687602362728,-0.926684625047611,-1.31802792977111,-1.0373003419673041,-0.837043951876443,-0.023537027130625235,0.14109931816665855,-0.32667904456541913,0.04263824905762015,0.6377750300751802,0.6791720528527856
APOLLOHOSP.NS,2024-08-01,3,1,0,5,1,0,5,2.946975122772675,6860.7001953125,-1.176267625972602,-1.1551299101241403,-1.2280087688070513,-0.05101520107803774,0.9736587051732745,0.28203548944203116,-0.23102740544003672,1.0232149056624453,1.0727711061516163,0.6719373833956054,0.0,0.8869300165101931,0.5764689253514091,2.931182002565848,2.3095267614158255,-1.7068961025879288,-1.3497891886870692,-1.2254985574111588,-1.1557825992120792,-1.0891202276848044,-0.24775272578396948,-0.12419245487483507,-0.05785231627422868,-0.14786131193903834,0.6504414798094929,0.9875328119229279,1.4397261789527942,1.4802141281921435,1.5348918449781213,1.9420041557126702
APOLLOHOSP.NS,2024-07-01,3,1,0,5,1,0,5,2.278945897677206,6403.60009765625,0.2967080971679368,-0.2779732134626114,4.075046896303829,4.342085708776032,3.707288068014109,3.305948276013256,4.7285870458763695,4.7871478545279365,4.435005241878634,3.9680819192512025,4.946436304102314,2.159719573027654,2.8772877317469656,1.542879055231154,2.901489815947496,-3.8849285697814477,-4.339207244344894,-3.877532519831651,-3.6130067864871247,-3.302396398767456,-2.8671487102535873,-3.4839040344045986,-2.8785268443420824,-3.1225372688857815,-2.7287331949518845,-2.3444220651613086,-2.9953794119085453,-2.326355711662745,-2.1943243479548387,-1.6730250223476493
APOLLOHOSP.NS,2024-06-01,3,1,0,5,1,0,5,6.04043146749208,6259.5498046875,0.5719307951178972,-1.9610036477076667,-1.0711601757252474,-1.1797910661194404,-1.9018908452225887,-2.5872420874417044,-1.0679619375332599,-0.55115784803189,1.10231569606378,0.9249928897704586,0.9705170802300673,1.8555709955054611,2.068838878844341,1.507298457559925,2.8388654273415668,-6.9606093030146505,-6.676947992683891,-7.925882425108041,-8.24578305881682,-8.02925382916882,-7.348759757965544,-7.813495426225983,-9.215456193227203,-9.768375651627293,-9.306744801759729,-8.922453019911464,-8.856915748281601,-10.036479404241598,-10.193398381670569,-10.167692744673747
APOLLOHOSP.NS,2024-05-01,3,1,0,5,1,0,5,1.6460803742409351,5970.0498046875,-0.932985634182085,-0.5150710799071734,-1.09797751831203,-1.1155620397455985,-3.410350265673493,-2.191767466868717,-1.9907641186122589,-2.082890653229802,-0.5929582415871151,-0.13483647458316914,0.7453874164510313,1.4514182202795824,2.3098700201248716,3.325772807001617,3.95558493397462,0.7760307577581382,0.6836721986139286,0.9651420190799181,0.547211363800728,0.39353801553274126,0.6825309274885752,2.175338980027068,1.5547708600775905,-0.03224757933660222,-0.3571467994044722,0.3541226838965397,-0.3426128647155771,-0.2421376735853421,-0.5311203817207851,-1.1642162427466696
TCS.NS,2024-09-01,0,1,0,5,1,0,5,3.3623998946592857,4284.89990234375,-0.3827371167942476,-0.3173959244371387,-0.23687606653770876,0.17736931619086146,0.5554457166136306,-0.3827371167942476,0.07001330412313864,-1.2170623242616496,-0.7619758474612486,-0.28121554673678634,-0.7386380794202023,-0.7456348516746957,-1.341921662360157,-3.16692828593324,-3.4598241120851005,6.398777666495479,5.551176756582626,5.798723633411791,6.273289547931606,6.6960043994755845,7.401383973930133,6.830161201123127,7.024645916063618,7.635116654502248,8.383525185023398,8.919582346588733,8.389369634108872,8.717569392193743,8.973197170898693,9.34786984122358
